0, 1970, -6.28283, 14.1092, 2.58657, 3, 0
1, 1970, 5.47125, 29.0594, 16.2502, 2, 0
2, 1970, 10.8421, 33.3603, 19.4099, 4, 0
3, 1970, 8.50822, 25.967, 27.3145, 6, 0
4, 1970, 20.7839, 28.6929, 25.7931, 8, 0
5, 1970, 22.2278, 20.5517, 23.7616, 10, 0
6, 1970, 19.9309, 10.5626, 21.2262, 9, 0
7, 1970, 23.4097, 9.54134, 18.9403, 8, 0
8, 1970, 14.7884, 2.26816, 17.1159, 7, 0
9, 1970, 5.28328, 0, 20.818, 6, 0
10, 1970, -0.623438, 1.93382, 22.1183, 8, 0
11, 1970, -0.0767856, 11.8952, 26.0098, 10, 0
0, 1971, -3.58234, 16.5785, 25.1448, 12, 0
1, 1971, 0.314532, 24.3441, 30.8513, 11, 0
2, 1971, 7.61091, 30.4057, 38.6507, 13, 0
3, 1971, 10.4073, 27.7036, 40.1251, 15, 0
4, 1971, 21.0273, 28.9155, 36.3171, 17, 0
5, 1971, 19.0649, 17.6596, 32.0127, 16, 0
6, 1971, 18.0524, 8.84489, 27.9734, 15, 0
7, 1971, 23.0154, 9.18078, 24.1636, 14, 0
8, 1971, 16.8651, 4.16711, 20.6587, 13, 0
9, 1971, 3.24917, 0, 22.7096, 12, 0
10, 1971, 5.7242, 7.7381, 28.5731, 11, 0
11, 1971, -3.45673, 8.80457, 27.0948, 13, 0
0, 1972, 4.40666, 23.8837, 38.9779, 12, 0
1, 1972, 7.12423, 30.5709, 47.516, 14, 0
2, 1972, 5.61657, 28.5821, 58.3095, 16, 0
3, 1972, 18.1929, 34.8226, 54.2746, 18, 0
4, 1972, 22.6221, 30.3738, 49.7029, 20, 0
5, 1972, 24.7309, 22.8405, 44.6229, 19, 0
6, 1972, 25.315, 15.4859, 39.7969, 18, 0
7, 1972, 21.8902, 8.15193, 35.2254, 17, 0
8, 1972, 13.3806, 0.980874, 31.3624, 16, 0
9, 1972, 12.3826, 5.32758, 28.3578, 15, 0
10, 1972, -2.75317, 0, 25.5943, 14, 0
11, 1972, -5.41469, 7.01421, 22.4252, 13, 0
0, 1973, 3.64425, 23.1865, 33.9374, 12, 0
1, 1973, 2.24476, 26.1091, 43.9079, 14, 0
2, 1973, 8.22653, 30.9687, 49.4896, 16, 0
3, 1973, 8.82767, 26.2591, 53.5941, 18, 0
4, 1973, 22.3386, 30.1145, 49.0226, 20, 0
5, 1973, 21.5041, 19.8899, 43.9437, 19, 0
6, 1973, 22.1679, 12.6081, 39.1182, 18, 0
7, 1973, 19.1762, 5.6702, 34.5535, 17, 0
8, 1973, 14.3202, 1.84011, 30.509, 16, 0
9, 1973, 12.4945, 5.42989, 27.4512, 15, 0
10, 1973, 3.49197, 5.69695, 31.7488, 14, 0
11, 1973, -3.31233, 8.93661, 29.6181, 13, 0
0, 1974, 2.02505, 21.7059, 38.6595, 12, 0
1, 1974, 4.89847, 28.5357, 50.5211, 14, 0
2, 1974, 12.301, 34.6943, 48.7693, 16, 0
3, 1974, 17.3186, 34.0233, 44.7685, 18, 0
4, 1974, 20.7854, 28.6943, 40.1991, 17, 0
5, 1974, 21.4093, 19.8032, 35.8824, 16, 0
6, 1974, 20.5067, 11.0891, 31.821, 15, 0
7, 1974, 19.841, 6.27812, 28.015, 14, 0
8, 1974, 12.2738, 0, 25.2284, 13, 0
9, 1974, 12.0892, 5.05927, 23.1345, 12, 0
10, 1974, 0.855789, 3.28643, 24.7919, 11, 0
11, 1974, -3.77836, 8.51047, 23.0932, 10, 0
0, 1975, 4.58716, 24.0487, 35.7401, 9, 0
1, 1975, 1.92502, 25.8168, 45.8578, 11, 0
2, 1975, 4.37135, 27.4435, 58.2029, 13, 0
3, 1975, 8.15354, 25.6427, 64.6589, 15, 0
4, 1975, 15.9614, 24.2832, 61.0558, 17, 0
5, 1975, 21.7961, 20.157, 56.7387, 19, 0
6, 1975, 19.9196, 10.5523, 51.9173, 21, 0
7, 1975, 23.0901, 9.24909, 46.5834, 20, 0
8, 1975, 11.0409, 0, 42.8724, 19, 0
9, 1975, 7.13525, 0.529364, 42.6673, 18, 0
10, 1975, 1.0747, 3.4866, 43.1067, 17, 0
11, 1975, -0.590112, 11.4258, 43.7417, 16, 0
0, 1976, -6.17295, 14.2097, 40.0032, 0, 104
1, 1976, 4.10144, 27.8069, 55.0495, 0, 98
2, 1976, 9.18822, 31.848, 61.9415, 0, 95
3, 1976, 14.4323, 31.384, 62.5106, 0, 95
4, 1976, 18.695, 26.7828, 62.5317, 0, 95
5, 1976, 20.3793, 18.8614, 62.5355, 0, 95
6, 1976, 21.8794, 12.3443, 62.5361, 0, 95
7, 1976, 17.4212, 4.06542, 62.5683, 0, 95
8, 1976, 15.0291, 2.48827, 62.7474, 0, 95
9, 1976, 4.72268, 0, 68.3398, 0, 93
10, 1976, 3.34366, 5.56134, 76.3014, 0, 89
11, 1976, 4.04451, 15.6637, 89.3909, 0, 84
0, 1977, -1.37756, 18.5946, 94.1208, 0, 82
1, 1977, 6.26488, 29.7851, 107.407, 0, 77
2, 1977, 7.46754, 30.2746, 118.332, 0, 73
3, 1977, 16.8933, 33.6343, 118.422, 0, 73
4, 1977, 17.7155, 25.8872, 118.473, 0, 73
5, 1977, 17.3338, 16.0766, 118.534, 0, 73
6, 1977, 18.6353, 9.37787, 118.549, 0, 73
7, 1977, 21.1296, 7.45642, 118.55, 0, 73
8, 1977, 18.2996, 5.47884, 118.566, 0, 73
9, 1977, 6.10596, 0, 123.693, 0, 71
10, 1977, 4.2941, 6.43042, 132.412, 0, 67
11, 1977, -4.11679, 8.20101, 133.308, 0, 67
